Model,Threshold,Accuracy,Precision,Recall,F1_Score,ROC_AUC,Expected_Cost
Production Model,0.26000000000000006,0.6485,0.35461689587426326,0.8869778869778869,0.5066666666666667,0.8571267723810096,55850
